Rk;Player;Pos;Age;Tm;G;GS;MP;FG;FGA;FG%;3P;3PA;3P%;2P;2PA;2P%;eFG%;FT;FTA;FT%;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS
1;Precious Achiuwa;C;23;TOR;7;0;22.4;2.9;7.7;0.37;0.6;2.6;0.222;2.3;5.1;0.444;0.407;2.1;2.7;0.789;1.9;6.1;8;1.3;0;0.3;1.3;1.6;8.4
2;Steven Adams;C;29;MEM;7;7;25.9;2.3;4.1;0.552;0;0;0;2.3;4.1;0.552;0.552;0.6;2.6;0.222;3.9;6.1;10;2;0.7;1.4;2.3;2.6;5.1
3;Bam Adebayo;C;25;MIA;8;8;35.4;6.8;12.6;0.535;0;0.3;0;6.8;12.4;0.545;0.535;4.1;4.9;0.846;2.3;5.6;7.9;3.1;1.4;1.1;3.4;3.4;17.6
4;Ochai Agbaji;SG;22;UTA;4;0;14.8;2;4.8;0.421;0;1.5;0;2;3.3;0.615;0.421;1;1.8;0.571;1;1;2;0.3;0;0;0;1.3;5
5;Santi Aldama;PF;22;MEM;7;7;29.4;3.6;8.3;0.431;0.9;3.4;0.25;2.7;4.9;0.559;0.483;1.7;2.4;0.706;2;4.1;6.1;1;0.7;1.1;0.7;2.9;9.7
6;Nickeil Alexander-Walker;SG;24;UTA;5;0;7.8;1.4;3.2;0.438;0.6;1.8;0.333;0.8;1.4;0.571;0.531;0.6;0.8;0.75;0;0.6;0.6;1.8;0.8;0.4;0.4;1.2;4
7;Grayson Allen;SG;27;MIL;6;6;26.2;2.7;8;0.333;1.7;5.2;0.323;1;2.8;0.353;0.438;2.3;2.7;0.875;0.7;2.8;3.5;2.3;0.7;0;1.5;1;9.3
8;Jarrett Allen;C;24;CLE;6;6;32.5;5;9.2;0.545;0;0.3;0;5;8.8;0.566;0.545;2;2.8;0.706;4.5;7.2;11.7;1.5;0.2;1;1;2.2;12
9;Jose Alvarado;PG;24;NOP;6;2;21.3;3;6.8;0.439;1.3;3.7;0.364;1.7;3.2;0.526;0.537;0.5;0.7;0.75;0.2;1.8;2;2.5;0.8;0.2;1.7;1.5;7.8
10;Kyle Anderson;PF;29;MIN;4;0;12.3;0.3;0.8;0.333;0;0.3;0;0.3;0.5;0.5;0.333;1.3;1.5;0.833;0.8;2;2.8;1.3;0.3;0.3;0.5;0.8;1.8
11;Giannis Antetokounmpo;PF;28;MIL;6;6;34.2;12.7;21.5;0.589;1;3.5;0.286;11.7;18;0.648;0.612;7.5;11.8;0.634;1.8;11;12.8;5.2;0.5;1.7;3.3;3.2;33.8
12;Thanasis Antetokounmpo;SF;30;MIL;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13;Cole Anthony;PG;22;ORL;4;3;30.5;5.5;13.3;0.415;1.8;5;0.35;3.8;8.3;0.455;0.481;2.8;3.8;0.733;0.8;4;4.8;4.3;0.8;0.8;2;3.5;15.5
14;OG Anunoby;SF;25;TOR;7;7;35.6;4.7;10.7;0.44;1.9;5;0.371;2.9;5.7;0.5;0.527;2.3;2.9;0.8;1;5.4;6.4;1.7;2.6;1;1.9;3.9;13.6
15;Ryan Arcidiacono;PG;28;NYK;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
16;Deni Avdija;SF;22;WAS;7;6;17.1;1.7;4.1;0.414;0.7;1.7;0.417;1;2.4;0.412;0.5;0.7;0.9;0.833;0.1;3.1;3.3;1.3;0.6;0.6;0.6;2.7;4.9
17;Deandre Ayton;C;24;PHO;5;5;26;6.8;12.4;0.548;0.2;0.6;0.333;6.6;11.8;0.559;0.556;1.6;2.2;0.727;2;6.2;8.2;2;0.6;0.4;2.6;3.8;15.4
18;Udoka Azubuike;C;23;UTA;2;0;6;1;1.5;0.667;0;0;0;1;1.5;0.667;0.667;0;0;0;0;2.5;2.5;0;1;0.5;0.5;0.5;2
19;Patrick Baldwin Jr.;SF;20;GSW;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20;Mo Bamba;C;24;ORL;8;0;13.4;2;4.8;0.421;0.6;2.4;0.263;1.4;2.4;0.579;0.487;0.4;0.6;0.6;0.6;2.8;3.4;0.8;0.1;0.6;0.8;2;5
21;Paolo Banchero;PF;20;ORL;8;8;33.8;7.4;16.8;0.44;1.1;4;0.281;6.3;12.8;0.49;0.474;5.9;7.9;0.746;1;6.6;7.6;3.6;0.6;1;2.8;2.1;21.8
22;Desmond Bane;SG;24;MEM;6;6;33;8.2;18.5;0.441;4.2;9.3;0.446;4;9.2;0.436;0.554;3.7;4.3;0.846;0.5;4.2;4.7;5;0.8;0.5;2.2;2.7;24.2
23;Dalano Banton;PG;23;TOR;7;0;7.7;1.1;2.6;0.444;0.3;1.1;0.25;0.9;1.4;0.6;0.5;0.3;0.3;1;0.3;0.7;1;0.6;0.3;0.3;0.3;0.6;2.9
24;Harrison Barnes;PF;30;SAC;6;6;32.7;3.3;8.3;0.4;0.3;3;0.111;3;5.3;0.563;0.42;4.3;5.5;0.788;0.8;4.7;5.5;2.5;0.5;0.2;1.3;1.7;11.3
25;Scottie Barnes;PF;21;TOR;6;6;29.3;6;11.5;0.522;1.8;3.5;0.524;4.2;8;0.521;0.601;1.7;2.2;0.769;1.2;4.7;5.8;4.3;1.2;0.5;1.8;1.8;15.5
26;RJ Barrett;SG;22;NYK;6;6;35;6.7;16.7;0.4;1.2;5.3;0.219;5.5;11.3;0.485;0.435;3.2;4;0.792;1.3;4.5;5.8;2.2;0;0.3;2;2;17.7
27;Will Barton;SG;32;WAS;7;0;24.6;3.4;8;0.429;1.6;3.4;0.458;1.9;4.6;0.406;0.527;0.9;1;0.857;0.4;2.6;3;2.1;0.7;0.1;1.4;1.6;9.3
28;Keita Bates-Diop;SF;27;SAS;7;1;10;2.6;4.7;0.545;0.3;1;0.286;2.3;3.7;0.615;0.576;1.1;1.1;1;0.6;1;1.6;0.4;0.1;0;1.3;0.6;6.6
29;Nicolas Batum;PF;34;LAC;7;1;17.6;1.6;3.1;0.5;0.7;2;0.357;0.9;1.1;0.75;0.614;0.6;0.9;0.667;0.7;2.7;3.4;1.3;0.6;0.9;0.9;2;4.4
30;Darius Bazley;PF;22;OKC;7;0;18.3;2.9;6.1;0.465;0.6;1.6;0.364;2.3;4.6;0.5;0.512;0.6;1.3;0.444;1.6;3.7;5.3;1.3;0.4;1.4;0.7;1.1;6.9
31;Bradley Beal;SG;29;WAS;7;7;35.7;7.9;15.4;0.509;1.4;4.6;0.313;6.4;10.9;0.592;0.556;3.6;3.9;0.926;0.9;3;3.9;6.1;0.9;0.9;3.3;2.1;20.7
32;Malik Beasley;SG;26;UTA;8;0;25.6;4.4;10.1;0.432;2.3;6;0.375;2.1;4.1;0.515;0.543;0.9;1;0.875;0.5;2;2.5;1.1;1.1;0.3;0.6;0.6;11.9
33;MarJon Beauchamp;SF;22;MIL;3;0;4.3;0.7;1.3;0.5;0.3;0.7;0.5;0.3;0.7;0.5;0.625;0;0;0;0;0.3;0.3;0;0;0.3;0.7;0.3;1.7
34;Patrick Beverley;PG;34;LAL;6;6;27.8;1.3;4.7;0.286;0.7;3.5;0.19;0.7;1.2;0.571;0.357;2;2;1;1;2.8;3.8;2.8;1.3;0.7;1;3.5;5.3
35;Saddiq Bey;SF;23;DET;8;8;31.1;4.9;10.8;0.453;1.8;5.3;0.333;3.1;5.5;0.568;0.535;3.8;4.3;0.882;1.4;3.8;5.1;1.5;0.6;0.3;1.4;1.9;15.3
36;Khem Birch;C;30;TOR;3;0;7.3;0.7;1;0.667;0.3;0.3;1;0.3;0.7;0.5;0.833;0.7;0.7;1;1;0.7;1.7;0;0.7;0.3;0;2;2.3
37;Goga Bitadze;C;23;IND;7;0;14;1.9;3.3;0.565;0.1;0.9;0.167;1.7;2.4;0.706;0.587;1;2;0.5;1.7;2;3.7;1.6;0.6;0.6;0.6;2.3;4.9
38;Bismack Biyombo;C;30;PHO;5;2;16.6;2;2.8;0.714;0;0;0;2;2.8;0.714;0.714;0.8;1.4;0.571;1;3.8;4.8;0.8;0;2.2;0.8;2.4;4.8
39;Buddy Boeheim;PG;23;DET;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
40;Bojan Bogdanovi?;PF;33;DET;8;8;32.1;7.4;13.9;0.532;3.8;7.4;0.508;3.6;6.5;0.558;0.667;4.3;4.5;0.944;0.6;2.9;3.5;2.1;0.5;0;1.1;2;22.8
41;Bol Bol;PF;23;ORL;8;3;21.6;4.5;6.9;0.655;0.4;1.1;0.333;4.1;5.8;0.717;0.682;1.8;2.1;0.824;1.9;5.5;7.4;0.4;0.1;2.6;1.9;1.6;11.1
42;Leandro Bolmaro;SG;22;UTA;2;0;8;0.5;1.5;0.333;0;0.5;0;0.5;1;0.5;0.333;0;0;0;0.5;0;0.5;1;0;0.5;0.5;1.5;1
43;Devin Booker;SG;26;PHO;7;7;36.1;10;19.9;0.504;2.1;6.1;0.349;7.9;13.7;0.573;0.558;5.6;6.6;0.848;0.7;3.1;3.9;5.4;0.9;0.3;2.6;2.3;27.7
44;Brandon Boston Jr.;SG;21;LAC;5;0;3.2;1;2;0.5;0.4;0.6;0.667;0.6;1.4;0.429;0.6;0.2;0.4;0.5;0.2;0.2;0.4;0;0;0;0;0.2;2.6
45;Chris Boucher;PF;30;TOR;4;0;18;4;6.5;0.615;1.5;2.8;0.545;2.5;3.8;0.667;0.731;1;1.8;0.571;1;2;3;0.5;0.8;1.3;0.8;3;10.5
46;James Bouknight;SG;22;CHO;7;0;17.1;2;6.9;0.292;1.3;4.3;0.3;0.7;2.6;0.278;0.385;0.4;0.9;0.5;0;1.9;1.9;1.1;0.3;0;1;1.7;5.7
47;Tony Bradley;C;25;CHI;2;0;3;0;0.5;0;0;0.5;0;0;0;0;0;0;0;0;0.5;1;1.5;0;0;0;0;0;0
48;Malaki Branham;SF;19;SAS;1;0;19;1;7;0.143;1;4;0.25;0;3;0;0.214;2;2;1;1;1;2;2;0;0;0;1;5
49;Christian Braun;SG;21;DEN;7;0;17.7;1.9;4;0.464;0.6;1.7;0.333;1.3;2.3;0.563;0.536;0.3;0.6;0.5;1;1.9;2.9;1.1;0.6;0.3;0.6;1;4.6
50;Mikal Bridges;SF;26;PHO;7;7;35.7;6.1;9.6;0.642;1;2.1;0.467;5.1;7.4;0.692;0.694;2.6;3;0.857;1.7;3.7;5.4;3.1;0.6;1.3;1.4;2.7;15.9
51;Oshae Brissett;SF;24;IND;4;0;6.8;0.3;1.8;0.143;0.3;1.3;0.2;0;0.5;0;0.214;0;0;0;0.3;0.5;0.8;0;0;0;0.5;0.5;0.8
52;Malcolm Brogdon;PG;30;BOS;6;0;22.8;4.5;10;0.45;1.3;3.5;0.381;3.2;6.5;0.487;0.517;3;3.2;0.947;1;2.2;3.2;3.7;0.7;0;1.5;1.7;13.3
53;Dillon Brooks;SG;27;MEM;4;4;27.3;6;15.3;0.393;2.5;6.3;0.4;3.5;9;0.389;0.475;1.5;2.5;0.6;0.3;1.8;2;2;0.8;0;1.8;2.8;16
54;Bruce Brown;PG;26;DEN;7;3;27.7;4.3;8.6;0.5;1.6;3.4;0.458;2.7;5.1;0.528;0.592;0.4;0.9;0.5;1.1;1.9;3;3.4;0.6;0.3;1.4;1.6;10.6
55;Greg Brown III;PF;21;POR;3;0;4.3;1.3;1.7;0.8;0;0;0;1.3;1.7;0.8;0.8;0;1;0;0;0;0;0;0.3;0.3;0.3;0;2.7
56;Jaylen Brown;SF;26;BOS;6;6;36.3;9.3;20.2;0.463;2.5;7.3;0.341;6.8;12.8;0.532;0.525;4.2;5.2;0.806;0.8;5.8;6.7;2.8;1.2;1;3;2.5;25.3
57;Moses Brown;C;23;LAC;4;0;3;0.5;0.8;0.667;0;0;0;0.5;0.8;0.667;0.667;0.3;0.5;0.5;0;0.5;0.5;0;0;0.5;0;0.3;1.3
58;Troy Brown Jr.;SF;23;LAL;4;2;27;3.3;8.3;0.394;1;3.5;0.286;2.3;4.8;0.474;0.455;0;0;0;1;4.8;5.8;1.3;0.8;0;1.3;2.5;7.5
59;Jalen Brunson;PG;26;NYK;6;6;34.2;7;14.8;0.472;1.3;4;0.333;5.7;10.8;0.523;0.517;2.8;3.8;0.739;0.3;3.8;4.2;7.2;1.3;0.2;1.7;2.8;18.2
60;Reggie Bullock;SF;31;DAL;6;6;32.8;2.3;6;0.389;2;4.8;0.414;0.3;1.2;0.286;0.556;0.5;0.7;0.75;0.5;2.5;3;0.8;1;0.2;0.7;3.2;7.2
61;Jimmy Butler;SF;33;MIA;8;8;35.5;6.8;14.4;0.47;1.1;2.9;0.391;5.6;11.5;0.489;0.509;6.9;7.9;0.873;2.1;4.3;6.4;5.5;1.5;0.3;1.6;1.1;21.5
62;Kentavious Caldwell-Pope;SG;29;DEN;6;6;31.5;3.8;8.5;0.451;2.7;5;0.533;1.2;3.5;0.333;0.608;1;1;1;0.5;3.5;4;3.3;1.2;0.5;1.2;2.3;11.3
63;Facundo Campazzo;PG;31;DAL;2;0;8;0.5;2;0.25;0.5;1.5;0.333;0;0.5;0;0.375;0;0;0;0;0;0;1.5;1.5;0;0;0.5;1.5
64;Vlatko ?an?ar;PF;25;DEN;3;0;2;0;0.3;0;0;0;0;0;0.3;0;0;0;0;0;0;0;0;0;0;0;0.3;0;0
65;Clint Capela;C;28;ATL;7;7;26.4;3.9;6.6;0.587;0;0;0;3.9;6.6;0.587;0.587;0.7;1.6;0.455;3.1;5.6;8.7;0.7;0.9;1.7;1;1.7;8.4
66;Vernon Carey Jr.;C;21;WAS;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
67;Jevon Carter;PG;27;MIL;6;6;24.3;1.5;5;0.3;0.8;3.5;0.238;0.7;1.5;0.444;0.383;0;0;0;1;1.7;2.7;1.5;1.5;0.3;1.2;3;3.8
68;Wendell Carter Jr.;C;23;ORL;8;8;32.6;5.6;11.4;0.495;0.9;3.3;0.269;4.8;8.1;0.585;0.533;4;4.9;0.821;2.6;6.9;9.5;2.8;0.8;0.4;2.1;3.4;16.1
69;Alex Caruso;PG;28;CHI;8;4;25.1;1.5;4.4;0.343;0.9;2.5;0.35;0.6;1.9;0.333;0.443;1.4;1.8;0.786;0.6;2.5;3.1;3.5;1.6;0.9;1.8;1.8;5.3
70;Justin Champagnie;SF;21;TOR;2;0;4.5;1.5;1.5;1;0;0;0;1.5;1.5;1;1;0;0;0;0.5;1;1.5;0;0;0;0;0.5;3
71;Kennedy Chandler;PG;20;MEM;4;0;8.8;0.8;2.3;0.333;0;0.5;0;0.8;1.8;0.429;0.333;0.3;1;0.25;0;0.3;0.3;1.5;0;0.5;1;0.5;1.8
72;Max Christie;SG;19;LAL;2;0;2.5;0.5;0.5;1;0.5;0.5;1;0;0;0;1.5;1;1;1;0;1;1;0.5;0;0;0;0;2.5
73;Josh Christopher;SG;21;HOU;7;0;7.7;1.3;3.1;0.409;0.1;1.3;0.111;1.1;1.9;0.615;0.432;0.1;0.3;0.5;0.3;1.3;1.6;0.6;0;0;0.6;0.6;2.9
74;Brandon Clarke;PF;26;MEM;7;0;17.1;3.9;5.9;0.659;0;0.4;0;3.9;5.4;0.711;0.659;1.6;2.4;0.647;1;2.7;3.7;1.4;0.4;0.6;1.1;2.4;9.3
75;Jordan Clarkson;SG;30;UTA;8;8;30.9;5.8;14.3;0.404;2.9;8;0.359;2.9;6.3;0.46;0.504;2.1;3;0.708;1.5;3;4.5;5.3;0.4;0.8;2.4;1.9;16.5
76;Nic Claxton;C;23;BRK;8;8;29;5.3;7.5;0.7;0;0.1;0;5.3;7.4;0.712;0.7;1.4;3.4;0.407;3;5.8;8.8;1;0.4;2.1;1.6;2.6;11.9
77;Amir Coffey;SG;25;LAC;6;0;11;0.7;2.2;0.308;0;0.3;0;0.7;1.8;0.364;0.308;1.7;2;0.833;0.3;0.8;1.2;0.8;0.2;0.2;0.3;0.8;3
78;John Collins;PF;25;ATL;7;7;32.9;5.6;10.3;0.542;0.9;3.3;0.261;4.7;7;0.673;0.583;1.7;2;0.857;1.6;8.3;9.9;0.9;1;1.7;1.9;3.6;13.7
79;Zach Collins;PF;25;SAS;7;0;16.3;3.4;6;0.571;0.9;1.9;0.462;2.6;4.1;0.621;0.643;0.6;1;0.571;1.4;2.4;3.9;2.9;0.6;1.3;1.9;3.1;8.3
80;Mike Conley;PG;35;UTA;7;7;30.4;3.7;9.7;0.382;2.6;6;0.429;1.1;3.7;0.308;0.515;1.6;2.3;0.688;0.3;2;2.3;7;1.3;0.6;1.4;2.1;11.6
81;Robert Covington;PF;32;LAC;5;0;17.4;1.6;3.8;0.421;0.8;2.6;0.308;0.8;1.2;0.667;0.526;1.2;1.2;1;0.2;4.4;4.6;1.4;0.6;1;0.6;2.4;5.2
82;Torrey Craig;SF;32;PHO;7;0;14.6;2.1;3.4;0.625;1;2.1;0.467;1.1;1.3;0.889;0.771;0.1;0.3;0.5;1.6;2;3.6;1;0.3;0.1;0.4;1.3;5.4
83;Cade Cunningham;PG;21;DET;8;8;34.8;9;20.1;0.447;1.5;5;0.3;7.5;15.1;0.496;0.484;3.6;4.3;0.853;1.1;5;6.1;6.8;1;0.5;3.6;3;23.1
84;Seth Curry;SG;32;BRK;1;0;18;0;5;0;0;5;0;0;0;0;0;0;0;0;0;2;2;6;1;1;0;3;0
85;Stephen Curry;PG;34;GSW;8;8;34.4;9.8;20.6;0.473;4.8;12;0.396;5;8.6;0.58;0.588;5.8;6.1;0.939;0.9;6.6;7.5;6.5;1.4;0.1;2.6;2;30
86;Dyson Daniels;PG;19;NOP;2;0;12.5;2;3;0.667;0.5;0.5;1;1.5;2.5;0.6;0.75;1;1;1;0.5;1;1.5;2;1.5;0.5;0.5;2;5.5
87;Anthony Davis;C;29;LAL;5;5;35.4;9.8;18.4;0.533;0.4;2.2;0.182;9.4;16.2;0.58;0.543;3.8;5;0.76;2.8;7.8;10.6;2;2.4;2;1.6;2.6;23.8
88;Johnny Davis;SG;20;WAS;4;0;5.8;0.5;1.8;0.286;0;0.3;0;0.5;1.5;0.333;0.286;0;0;0;0;0.5;0.5;0.5;0;0;0;1.5;1
89;Terence Davis;SG;25;SAC;6;0;12.3;2;4.5;0.444;0.8;2.7;0.313;1.2;1.8;0.636;0.537;1;1.3;0.75;0.5;1.5;2;0.8;0.7;0.2;0.5;2;5.8
90;Dewayne Dedmon;C;33;MIA;6;0;10.2;1.7;2.7;0.625;0.3;0.8;0.4;1.3;1.8;0.727;0.688;0.7;0.7;1;0.3;1.8;2.2;0.3;0;0;0.7;2;4.3
91;Matthew Dellavedova;PG;32;SAC;2;0;4.5;0.5;1;0.5;0.5;1;0.5;0;0;0;0.75;0;0;0;0;0;0;1.5;0;0;0;0.5;1.5
92;DeMar DeRozan;SF;33;CHI;8;8;34.1;8.8;17.3;0.507;0.5;1.4;0.364;8.3;15.9;0.52;0.522;7.1;8;0.891;0.3;3.3;3.5;4.1;1.3;0.1;1.9;2.1;25.1
93;Moussa Diabaté;PF;21;LAC;2;0;3;0.5;0.5;1;0;0;0;0.5;0.5;1;1;0.5;0.5;1;0;1;1;0.5;0.5;0;0;0;1.5
94;Mamadi Diakite;PF;26;CLE;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
95;Hamidou Diallo;SG;24;DET;8;0;14.4;1.9;4.9;0.385;0;0.4;0;1.9;4.5;0.417;0.385;1.5;2.5;0.6;1.1;2.1;3.3;1;0.6;0;0.5;1.9;5.3
96;Gorgui Dieng;C;33;SAS;4;0;7;0.8;2;0.375;0.3;1.5;0.167;0.5;0.5;1;0.438;0;0;0;1;1.3;2.3;2;0;0.5;0;1.3;1.8
97;Ousmane Dieng;SF;19;OKC;6;0;13.3;1.2;3.7;0.318;0.5;2.2;0.231;0.7;1.5;0.444;0.386;0;0;0;0.2;1.8;2;1.2;0.2;0.3;0.3;0.7;2.8
98;Spencer Dinwiddie;PG;29;DAL;6;6;31.3;6.2;12.2;0.507;2.5;5.5;0.455;3.7;6.7;0.55;0.61;1.3;2;0.667;0;2.7;2.7;3.7;0.8;0;1.7;2.8;16.2
99;Donte DiVincenzo;SG;26;GSW;3;0;14;1.7;3.7;0.455;0.7;2;0.333;1;1.7;0.6;0.545;1;1.3;0.75;0;0.7;0.7;1;0.3;0;2;1.3;5
100;Luka Don?i?;PG;23;DAL;6;6;36.7;12.8;25.5;0.503;2;8.8;0.226;10.8;16.7;0.65;0.542;9;11.5;0.783;1.3;8.2;9.5;8.7;1.7;0.5;3;3.2;36.7
101;Tyler Dorsey;SG;26;DAL;1;0;4;4;4;1;1;1;1;3;3;1;1.125;0;0;0;1;1;2;0;0;0;0;0;9
102;Luguentz Dort;SG;23;OKC;7;7;32;4.7;13.4;0.351;1.3;6.1;0.209;3.4;7.3;0.471;0.399;3.3;4.3;0.767;1.3;2.6;3.9;2.3;1.6;0.1;1;3.4;14
103;Ayo Dosunmu;PG;23;CHI;7;7;30.4;5.3;10;0.529;1.7;4;0.429;3.6;6;0.595;0.614;0.9;0.9;1;0.6;3.9;4.4;3.3;1.3;0.3;1.3;2.3;13.1
104;Jeff Dowtin;PG;25;TOR;1;0;5;2;2;1;0;0;0;2;2;1;1;0;0;0;0;1;1;1;0;0;0;0;4
105;Goran Dragi?;PG;36;CHI;8;0;17.6;3;7.3;0.414;1.6;3;0.542;1.4;4.3;0.324;0.526;1;1.5;0.667;0.3;1.3;1.5;3.6;0.3;0.1;0.9;1.5;8.6
106;Andre Drummond;C;29;CHI;6;0;16.8;3.8;7.2;0.535;0;0.3;0;3.8;6.8;0.561;0.535;1.3;2;0.667;3.7;6.5;10.2;0.8;1;0.5;1.8;2.8;9
107;Chris Duarte;SF;25;IND;8;4;21.5;3.5;8.6;0.406;1.6;4.6;0.351;1.9;4;0.469;0.5;1.4;1.5;0.917;0.5;1.9;2.4;0.9;0.1;0.5;1;1.9;10
108;David Duke Jr.;SG;23;BRK;2;0;19.5;2.5;5;0.5;0;1;0;2.5;4;0.625;0.5;1;1;1;1;1.5;2.5;1.5;1;0;1.5;4;6
109;Kevin Durant;PF;34;BRK;8;8;37.8;10.6;20.1;0.528;1.8;5.1;0.341;8.9;15;0.592;0.571;9.5;10.1;0.938;0.5;5.1;5.6;4.4;1;2;3.9;2.5;32.5
